icao_code,name
GCHI,El Hierro Airport
GCLA,La Palma Airport
GCLP,Gran Canaria Airport
GCRR,César Manrique-Lanzarote Airport
GCTS,Tenerife Sur Airport
GCXO,Tenerife Norte-Ciudad de La Laguna Airport
GEML,Melilla Airport
GFBO,Bo Airport
GFGK,Gbangbatok Airport
GFHA,Hastings Airport
GFKB,Kabala Airport
GFKE,Kenema Airport
GFLL,Lungi International Airport
GFYE,Yengema Airport
GGBU,Bubaque Airport
GGOV,Osvaldo Vieira International Airport
GLBU,Buchanan Airport
GLCP,Cape Palmas Airport
GLGE,Greenville/Sinoe Airport
GLMR,Spriggs Payne Airport
GLNA,Nimba Airport
GLRB,Roberts International Airport
GLST,Sasstown Airport
GLTN,Tchien Airport
GLVA,Voinjama Airport
GMAD,Al Massira Airport
GMAT,Tan Tan Airport
GMAZ,Zagora Airport
GMFB,Bouarfa Airport
GMFF,Fes Saïss International Airport
GMFK,Moulay Ali Cherif Airport
GMFM,Bassatine Airport
GMFO,Oujda Angads Airport
GMMA,Smara Airport
GMMB,Ben Slimane Airport
GMMD,Beni Mellal Airport
GMME,Rabat-Salé Airport
GMMH,Dakhla Airport
GMMI,Essaouira-Mogador Airport
GMML,Hassan I Airport
GMMN,Mohammed V International Airport
GMMW,Nador Al Aaroui International Airport
GMMX,Menara Airport
GMMZ,Ouarzazate Airport
GMTA,Cherif Al Idrissi Airport
GMTT,Tangier Ibn Battuta Airport
GOBD,Blaise Diagne International Airport
GOGG,Ziguinchor Airport
GOGS,Cap Skirring Airport
GOOK,Kaolack Airport
GOOY,Léopold Sédar Senghor International Airport
GOSM,Ouro Sogui Airport
GOSP,Podor Airport
GOSR,Richard Toll Airport
GOSS,Saint Louis Airport
GOTB,Bakel Airport
GOTK,Kédougou Airport
GOTS,Simenti Airport
GOTT,Tambacounda Airport
GQNA,Aioun el Atrouss Airport
GQNB,Boutilimit Airport
GQNC,Tichitt Airport
GQND,Tidjikja Airport
GQNE,Abbaye Airport
GQNF,Kiffa Airport
GQNH,Timbedra Airport
GQNI,Néma Airport
GQNJ,Akjoujt Airport
GQNK,Kaédi Airport
GQNL,Letfotar Airport
GQNO,Nouakchott–Oumtounsy International Airport
GQNS,Sélibaby Airport
GQNT,Tamchakett Airport
GQPA,Atar International Airport
GQPF,Fderik Airport
GQPP,Nouadhibou International Airport
GQPZ,Tazadit Airport
GUCY,Conakry International Airport
GUFA,Fria Airport
GUFH,Faranah Airport
GUKU,Kissidougou Airport
GULB,Tata Airport
GUMA,Macenta Airport
GUNZ,Nzérékoré Airport
GUOK,Boké Baralande Airport
GUSB,Sambailo Airport
GUSI,Siguiri Airport
GVAC,Amílcar Cabral International Airport
GVAN,Agostinho Neto Airport
GVBA,Rabil Airport
GVBR,Esperadinha Airport
GVMA,Maio Airport
GVMT,Mosteiros Airport
GVNP,Nelson Mandela International Airport
GVSF,São Filipe Airport
GVSN,Preguiça Airport
GVSV,São Pedro Airport
HAAB,Addis Ababa Bole International Airport
HAAM,Arba Minch Airport
HAAX,Axum Airport
HABC,Baco Airport
HABD,Bahir Dar Airport
HABE,Beica Airport
HADC,Kombolcha Airport
HADD,Dembidollo Airport
HADM,Debre Markos Airport
HADR,Aba Tenna Dejazmach Yilma International Airport
HADT,Debre Tabor Airport
HAFN,Fincha Airport
HAGB,Robe Airport
HAGH,Ghinnir Airport
HAGM,Gambela Airport
HAGN,Gondar Airport
HAGO,Gode Airport
HAGR,Gore Airport
HAHU,Humera Airport
HAJJ,Wilwal International Airport
HAJM,Jimma Airport
HAKD,Kebri Dahar Airport
HAKL,Kelafo East Airport
HALA,Hawassa International Airport
HALL,Lalibela Airport
HAMA,Mekane Selam Airport
HAMJ,Tume Airport
HAMK,Alula Aba Nega Airport
HAMM,Metema Airport
HAMN,Mendi Airport
HAMR,Mui River Airport
HAMT,Mizan Teferi Airport
HANG,Negele Airport
HANJ,Nejjo Airport
HANK,Nekemte Airport
HAPW,Beles Airport
HASD,Soddu Airport
HASK,Shakiso Airport
HASL,Shilavo Airport
HASM,Semera Airport
HASO,Asosa Airport
HATP,Tippi Airport
HAWR,Warder Airport
HBBA,Bujumbura Melchior Ndadaye International Airport
HBBE,Gitega Airport
HBBO,Kirundo Airport
HCMA,Alula Airport
HCMB,Baidoa Airport
HCMC,Candala Airport
HCMD,Baardheere Airport
HCME,Eil Airport
HCMF,Bosaso / Bender Qassim International Airport
HCMG,Gardo Airport
HCMH,Egal International Airport
HCMI,Berbera Airport
HCMJ,Lugh Ganane Airport
HCMK,Kismayo Airport
HCMM,Aden Adde International Airport
HCMO,Hobyo Airport
HCMR,Galcaio Airport
HCMS,Iskushuban Airport
HCMU,Erigavo Airport
HCMV,Burao Airport
HDAM,Djibouti-Ambouli Airport
HDAS,Ali-Sabieh Airport
HDMO,Moucha Airport
HDOB,Obock Airport
HDTJ,Tadjoura Airport
HEAL,El Alamein International Airport
HEAR,El Arish International Airport
HEAT,Asyut International Airport
HEBA,Borj El Arab International Airport
HEBL,Abu Simbel Airport
HECA,Cairo International Airport
HEDK,Ad Dakhla Airport
HEGN,Hurghada International Airport
HEKG,El Kharja Airport
HELX,Luxor International Airport
HEMA,Marsa Alam International Airport
HEMM,Marsa Matruh International Airport
HEOW,El Owainat East International Airport
HEPS,Port Said International Airport
HESC,Saint Catherine International Airport
HESG,Suhaj Mubarak International Airport
HESH,Sharm El Sheikh International Airport
HESN,Aswan International Airport
HETB,Taba International Airport
HETR,At Tur Airport
HHAS,Asmara International Airport
HHMS,Massawa International Airport
HHSB,Assab International Airport
HHTS,Tessenei Airport
HJJJ,Juba International Airport
HKAM,Amboseli Airport
HKEL,Eldoret International Airport
HKES,Eliye Springs Airport
HKFG,Kalokol Airport
HKGA,Garissa Airport
HKHO,Hola Airport
HKJK,Jomo Kenyatta International Airport
HKKE,Keekorok Airport
HKKG,Kakamega Airport
HKKI,Kisumu Airport
HKKL,Kilaguni Airport
HKKR,Kericho Airport
HKKT,Kitale Airport
HKLK,Lokichogio Airport
HKLO,Lodwar Airport
HKLU,Manda Airport
HKLY,Loyengalani Airport
HKMA,Mandera Airport
HKMB,Marsabit Airport
HKMK,Mulika Lodge Airport
HKML,Malindi Airport
HKMO,Moi International Airport
HKMY,Moyale Airport
HKNI,Nyeri Airport
HKNK,Nakuru Airport
HKNW,Nairobi Wilson Airport
HKNY,Laikipia Air Base
HKSB,Samburu Airport
HKUK,Ukunda Airstrip
HKWJ,Wajir Airport
HLGD,Sirt International Airport / Ghardabiya Airbase
HLGT,Ghat Airport
HLKF,Kufra Airport
HLLB,Benina International Airport
HLLM,Mitiga International Airport
HLLQ,Al Abraq International Airport
HLLS,Sabha Airport
HLMB,Marsa al Brega Airport
HLMS,Misrata International Airport
HLNR,Nafurah 1 Airport
HLON,Hon Airport
HLTD,Ghadames East Airport
HLUB,Ubari Airport
HLZN,Alzintan Airport
HLZW,Zuwarah International Airport
HRYG,Gisenyi Airport
HRYI,Butare Airport
HRYR,Kigali International Airport
HRYU,Ruhengeri Airport
HRZA,Kamembe Airport
HSAT,Atbara Airport
HSDB,Al Dabbah Airport
HSDN,Dongola Airport
HSDZ,Damazin Airport
HSFS,El Fasher Airport
HSGG,Galegu Airport
HSGN,Geneina Airport
HSKA,Kassala Airport
HSKG,Khashm El Girba Airport
HSLI,Kadugli Airport
HSMN,Merowe Airport
HSNH,En Nahud Airport
HSNN,Nyala Airport
HSNW,New Halfa Airport
HSOB,El-Obeid Airport
HSPN,Port Sudan New International Airport
HSSK,Khartoum International Airport
HSSW,Wadi Halfa Airport
HSZA,Zalingei Airport
HTAR,Arusha Airport
HTBU,Bukoba Airport
HTDA,Julius Nyerere International Airport
HTDO,Dodoma Airport
HTGE,Chato/Geita Airport
HTGR,Kirawira B Aerodrome
HTIR,Iringa Airport
HTKA,Kigoma Airport
HTKI,Kilwa Airport
HTKJ,Kilimanjaro International Airport
HTLI,Lindi Airport
HTLM,Lake Manyara Airport
HTMA,Mafia Airport
HTMB,Mbeya Airport
HTMD,Mwadui Airport
HTMI,Masasi Airport
HTMP,Mpanda Airport
HTMT,Mtwara Airport
HTMU,Musoma Airport
HTMW,Mwanza Airport
HTNA,Nachingwea Airport
HTNJ,Njombe Airport
HTPE,Pemba Airport
HTSN,Seronera Airport
HTSO,Songea Airport
HTSU,Sumbawanga Airport
HTSY,Shinyanga Airport
HTTB,Tabora Airport
HTTG,Tanga Airport
HTZA,Abeid Amani Karume International Airport
HUAR,Arua Airport
HUEN,Entebbe International Airport
HUGG,Bugungu Airport
HUGU,Gulu Airport
HUJI,Jinja Airport
HUKS,Kasese Airport
HUMA,Mbarara Airport
HUMI,Masindi Airport
HUPA,Kabalega Falls Airport
HUSO,Soroti Airport
HUTO,Tororo Airport
WIMI,Syekh Hamzah Fansyuri Airport
WIOD,Singkawang Airport
VANR,Gandhinagar Airfield
KAAF,Apalachicola Regional Airport
KABE,Lehigh Valley International Airport
KABI,Abilene Regional Airport
KABQ,Albuquerque International Sunport
KABR,Aberdeen Regional Airport
KABY,Southwest Georgia Regional Airport
KACB,Antrim County Airport
KACK,Nantucket Memorial Airport
KACT,Waco Regional Airport
KACV,California Redwood Coast-Humboldt County Airport
KACY,Atlantic City International Airport
KADG,Lenawee County Airport
KADH,Ada Regional Airport
KADM,Ardmore Municipal Airport
KADS,Addison Airport
KADW,Joint Base Andrews
KAEL,Albert Lea Municipal Airport
KAEX,Alexandria International Airport
KAFF,USAF Academy Airfield
KAFJ,Washington County Airport
KAFN,Jaffrey Airfield Silver Ranch Airport
KAFO,Afton Municipal Airport
KAFW,Perot Field/Fort Worth Alliance Airport
KAGC,Allegheny County Airport
KAGO,Magnolia Municipal Airport / Ralph C Weiser Field
KAGS,Augusta Regional At Bush Field
KAHC,Amedee Army Air Field
KAHH,Amery Municipal Airport
KAHN,Athens Ben Epps Airport
KAIA,Alliance Municipal Airport
KAID,Anderson Municipal Darlington Field
KAIK,Aiken Regional Airport
KAIO,Atlantic Municipal Airport
KAIV,George Downer Airport
KAIZ,Lee C Fine Memorial Airport
KAKO,Colorado Plains Regional Airport
KAKR,Akron Fulton International Airport
KALB,Albany International Airport
KALI,Alice International Airport
KALM,Alamogordo White Sands Regional Airport
KALN,St Louis Regional Airport
KALO,Waterloo Regional Airport
KALS,San Luis Valley Regional Airport/Bergman Field
KALW,Walla Walla Regional Airport
KALX,Thomas C Russell Field
KAMA,Rick Husband Amarillo International Airport
KAMN,Gratiot Community Airport
KAMW,Ames Municipal Airport
KANB,Anniston Regional Airport
KAND,Anderson Regional Airport
KANK,Salida Airport - Harriet Alexander Field
KANP,Lee Airport
KANQ,Tri State Steuben County Airport
KANW,Ainsworth Regional Airport
KANY,Anthony Municipal Airport
KAOH,Lima Allen County Airport
KAOO,Altoona Blair County Airport
KAPA,Centennial Airport
KAPC,Napa County Airport
KAPF,Naples Municipal Airport
KAPG,Phillips Army Air Field
KAPH,Mary Walker LZ Airport
KAPN,Alpena County Regional Airport
KAPT,Marion County Airport - Brown Field
KAPV,Apple Valley Airport
KARA,Acadiana Regional Airport
KARB,Ann Arbor Municipal Airport
KARG,Walnut Ridge Regional Airport
KARM,Wharton Regional Airport
KARR,Aurora Municipal Airport
KART,Watertown International Airport
KARV,Lakeland Airport Noble F Lee Memorial Field
KARW,Beaufort Executive Airport
KASE,Aspen-Pitkin County Airport (Sardy Field)
KASG,Springdale Municipal Airport
KASH,Nashua Airport / Boire Field
KASL,Harrison County Airport
KASN,Talladega Municipal Airport
KAST,Astoria Regional Airport
KASX,John F Kennedy Memorial Airport
KASY,Ashley Municipal Airport
KATL,Hartsfield Jackson Atlanta International Airport
KATS,Artesia Municipal Airport
KATW,Appleton International Airport
KATY,Watertown Regional Airport
KAUG,Augusta State Airport
KAUM,Austin Municipal Airport
KAUN,Auburn Municipal Airport
KAUO,Auburn University Regional Airport
KAUS,Austin Bergstrom International Airport
KAUW,Wausau Downtown Airport
KAVL,Asheville Regional Airport
KAVO,Avon Park Executive Airport
KAVP,Wilkes Barre Scranton International Airport
KAVQ,Marana Regional Airport
KAVX,Catalina Airport
KAWM,West Memphis Municipal Airport
KAXA,Algona Municipal Airport
KAXN,Chandler Field
KAXS,Altus Quartz Mountain Regional Airport
KAXV,Neil Armstrong Airport
KAXX,Angel Fire Airport
KAYS,Waycross Ware County Airport
KAZO,Kalamazoo Battle Creek International Airport
KBAB,Beale Air Force Base
KBAD,Barksdale Air Force Base
KBAF,Westfield-Barnes Regional Airport
KBAK,Columbus Municipal Airport
KBAM,Battle Mountain Airport
KBAZ,New Braunfels Municipal Airport
KBBB,Benson Municipal Airport
KBBD,Curtis Field
KBBG,Branson Airport
KBBP,Marlboro County Jetport - H E Avent Field Airport
KBBW,Broken Bow Municipal Airport
KBCB,Virginia Tech Montgomery Executive Airport
KBCE,Bryce Canyon Airport
KBCT,Boca Raton Airport
KBDE,Baudette International Airport
KBDG,Blanding Municipal Airport
KBDH,Willmar Municipal Airport John L Rice Field (2006)
KBDL,Bradley International Airport
KBDR,Igor I Sikorsky Memorial Airport
KBDU,Boulder Municipal Airport
KBEC,Beech Factory Airport
KBED,Laurence G Hanscom Field
KBEH,Southwest Michigan Regional Airport
KBFD,Bradford Regional Airport
KBFF,Western Neb. Rgnl/William B. Heilig Airport
KBFI,Boeing Field King County International Airport
KBFL,Meadows Field
KBFM,Mobile Downtown Airport
KBFR,Virgil I Grissom Municipal Airport
KBGD,Hutchinson County Airport
KBGE,Decatur County Industrial Air Park
KBGM,Greater Binghamton/Edwin A Link field
KBGR,Bangor International Airport
KBHB,Hancock County-Bar Harbor Airport
KBHM,Birmingham-Shuttlesworth International Airport
KBID,Block Island State Airport
KBIE,Beatrice Municipal Airport
KBIF,Biggs Army Air Field (Fort Bliss)
KBIH,Eastern Sierra Regional Airport
KBIL,Billings Logan International Airport
KBIS,Bismarck Municipal Airport
KBIX,Keesler Air Force Base
KBJC,Rocky Mountain Metropolitan Airport
KBJI,Bemidji Regional Airport
KBJJ,Wayne County Airport
KBKD,Stephens County Airport
KBKE,Baker City Municipal Airport
KBKF,Buckley Space Force Base
KBKL,Burke Lakefront Airport
KBKN,Blackwell Tonkawa Municipal Airport
KBKT,Allen C Perkinson Blackstone Army Air Field
KBKW,Raleigh County Memorial Airport
KBKX,Brookings Regional Airport
KBLF,Mercer County Airport
KBLH,Blythe Airport
KBLI,Bellingham International Airport
KBLM,Monmouth Executive Airport
KBLU,Blue Canyon Nyack Airport
KBLV,Scott AFB/Midamerica Airport
KBMC,Brigham City Regional Airport
KBMG,Monroe County Airport
KBMI,Central Illinois Regional Airport at Bloomington-Normal
KBML,Berlin Regional Airport
KBMT,Beaumont Municipal Airport
KBNA,Nashville International Airport
KBNG,Banning Municipal Airport
KBNL,Barnwell Regional Airport
KBNO,Burns Municipal Airport
KBNW,Boone Municipal Airport
KBOI,Boise Air Terminal/Gowen Field
KBOK,Brookings Airport
KBOS,Logan International Airport
KBOW,Bartow Executive Airport
KBPG,Big Spring Mc Mahon-Wrinkle Airport
KBPI,Miley Memorial Field
KBPK,Ozark Regional Airport
KBPT,Jack Brooks Regional Airport
KBQK,Brunswick Golden Isles Airport
KBRD,Brainerd Lakes Regional Airport
KBRL,Southeast Iowa Regional Airport
KBRO,Brownsville South Padre Island International Airport
KBRY,Samuels Field
KBTF,Skypark Airport
KBTL,Battle Creek Executive Airport at Kellogg Field
KBTM,Bert Mooney Airport
KBTN,Britton Municipal Airport
KBTP,Pittsburgh/Butler Regional Airport
KBTR,Baton Rouge Metropolitan Airport
KBTV,Burlington International Airport
KBTY,Beatty Airport
KBUB,Cram Field
KBUF,Buffalo Niagara International Airport
KBUM,Butler Memorial Airport
KBUR,Hollywood Burbank Airport
KBVI,Beaver County Airport
KBVO,Bartlesville Municipal Airport
KBVS,Skagit Regional Airport
KBVX,Batesville Regional Airport
KBVY,Beverly Regional Airport
KBWC,Brawley Municipal Airport
KBWD,Brownwood Regional Airport
KBWG,Bowling Green Warren County Regional Airport
KBWI,Baltimore/Washington International Thurgood Marshall Airport
KBWP,Harry Stern Airport
KBXA,George R Carr Memorial Air Field
KBXK,Buckeye Municipal Airport
KBXM,Brunswick Executive Airport
KBYG,Johnson County Airport
KBYH,Arkansas International Airport
KBYI,Burley Municipal Airport
KBYS,Bicycle Lake Army Air Field
KBYY,Bay City Regional Airport
KBZN,Bozeman Yellowstone International Airport
KCAD,Wexford County Airport
KCAE,Columbia Metropolitan Airport
KCAG,Craig Moffat Airport
KCAK,Akron Canton Regional Airport
KCAO,Clayton Municipal Airpark
KCAR,Caribou Municipal Airport
KCBE,Greater Cumberland Regional Airport
KCBF,Council Bluffs Municipal Airport
KCBK,Shalz Field
KCBM,Columbus Air Force Base
KCCB,Upland-Cable Airport
KCCR,Buchanan Field
KCCY,Northeast Iowa Regional Airport
KCDA,Caledonia County Airport
KCDC,Cedar City Regional Airport
KCDH,Harrell Field
KCDK,George T Lewis Airport
KCDN,Woodward Field
KCDR,Chadron Municipal Airport
KCDS,Childress Municipal Airport
KCDW,Essex County Airport
KCEA,Cessna Aircraft Field
KCEC,Jack Mc Namara Field Airport
KCEU,Oconee County Regional Airport
KCEV,Mettel Field
KCEW,Bob Sikes Airport
KCEY,Murray-Calloway County Airport Kyle-Oakley Field
KCEZ,Cortez Municipal Airport
KCFD,Coulter Field
KCFS,Tuscola Area Airport
KCFT,Greenlee County Airport
KCFV,Coffeyville Municipal Airport
KCGE,Cambridge Dorchester Airport
KCGF,Cuyahoga County Airport
KCGI,Cape Girardeau Regional Airport
KCGS,College Park Airport
KCGZ,Casa Grande Municipal Airport
KCHA,Chattanooga Metropolitan Airport (Lovell Field)
KCHK,Chickasha Municipal Airport
KCHO,Charlottesville Albemarle Airport
KCHS,Charleston International Airport
KCIC,Chico Regional Airport
KCID,The Eastern Iowa Airport
KCIN,Arthur N Neu Airport
KCIR,Cairo Regional Airport
KCIU,Chippewa County International Airport
KCKA,Kegelman AF Aux Field
KCKB,North Central West Virginia Airport
KCKC,Grand Marais Cook County Airport
KCKM,Fletcher Field
KCKN,Crookston Municipal Kirkwood Field
KCKV,Clarksville–Montgomery County Regional Airport
KCLE,Cleveland Hopkins International Airport
KCLI,Clintonville Municipal Airport
KCLK,Clinton Regional Airport
KCLL,Easterwood Field
KCLM,William R Fairchild International Airport
KCLR,Cliff Hatfield Memorial Airport
KCLS,Chehalis Centralia Airport
KCLT,Charlotte Douglas International Airport
KCLW,Clearwater Air Park
KCMH,John Glenn Columbus International Airport
KCMI,University of Illinois Willard Airport
KCMX,Houghton County Memorial Airport
KCMY,Sparta Fort McCoy Airport
KCNH,Claremont Municipal Airport
KCNK,Blosser Municipal Airport
KCNM,Cavern City Air Terminal
KCNO,Chino Airport
KCNU,Chanute Martin Johnson Airport
KCNW,TSTC Waco Airport
KCNY,Canyonlands Regional Airport
KCOD,Yellowstone Regional Airport
KCOE,Coeur D'Alene Airport - Pappy Boyington Field
KCOF,Patrick Space Force Base
KCOI,Merritt Island Airport
KCOM,Coleman Municipal Airport
KCON,Concord Municipal Airport
KCOS,City of Colorado Springs Municipal Airport
KCOT,Cotulla-La Salle County Airport
KCOU,Columbia Regional Airport
KCPM,Compton Woodley Airport
KCPR,Casper-Natrona County International Airport
KCPS,St Louis Downtown Airport
KCQW,Cheraw Municipal Airport/Lynch Bellinger Field
KCRE,Grand Strand Airport
KCRG,Jacksonville Executive at Craig Airport
KCRP,Corpus Christi International Airport
KCRQ,McClellan-Palomar Airport
KCRS,C David Campbell Field Corsicana Municipal Airport
KCRT,Z M Jack Stell Field
KCRW,Yeager Airport
KCRX,Roscoe Turner Airport
KCSG,Columbus Metropolitan Airport
KCSM,Clinton Sherman Airport
KCSQ,Creston Municipal Airport
KCSV,Crossville Memorial Airport Whitson Field
KCTB,Cut Bank International Airport
KCTY,Cross City Airport
KCTZ,Sampson County Airport
KCUB,Jim Hamilton L.B. Owens Airport
KCUH,Cushing Municipal Airport
KCVG,Cincinnati Northern Kentucky International Airport
KCVH,Hollister Municipal Airport
KCVK,Sharp County Regional Airport
KCVN,Clovis Municipal Airport
KCVO,Corvallis Municipal Airport
KCVS,Cannon Air Force Base
KCWA,Central Wisconsin Airport
KCWC,Kickapoo Downtown Airport
KCWF,Chennault International Airport
KCWI,Clinton Municipal Airport
KCXL,Calexico International Airport
KCXO,Conroe-North Houston Regional Airport
KCXP,Carson Airport
KCXY,Capital City Airport
KCYS,Cheyenne Regional Jerry Olson Field
KCZK,Cascade Locks State Airport
KCZT,Dimmit County Airport
KDAA,Davison Army Air Field
KDAB,Daytona Beach International Airport
KDAG,Barstow Daggett Airport
KDAL,Dallas Love Field
KDAN,Danville Regional Airport
KDAY,James M Cox Dayton International Airport
KDBN,W H 'Bud' Barron Airport
KDBQ,Dubuque Regional Airport
KDCA,Ronald Reagan Washington National Airport
KDCU,Pryor Field Regional Airport
KDDC,Dodge City Regional Airport
KDEC,Decatur Airport
KDEH,Decorah Municipal Airport
KDEN,Denver International Airport
KDFI,Defiance Memorial Airport
KDFW,Dallas Fort Worth International Airport
KDGL,Douglas Municipal Airport
KDGW,Converse County Airport
KDHN,Dothan Regional Airport
KDHT,Dalhart Municipal Airport
KDIK,Dickinson Theodore Roosevelt Regional Airport
KDKK,Chautauqua County-Dunkirk Airport
KDLC,Dillon County Airport
KDLF,Laughlin Air Force Base
KDLH,Duluth International Airport
KDLN,Dillon Airport
KDLS,Columbia Gorge Regional Airport
KDMA,Davis Monthan Air Force Base
KDMN,Deming Municipal Airport
KDMO,Sedalia Memorial Airport
KDNL,Daniel Field
KDNN,Dalton Municipal Airport
KDNS,Denison Municipal Airport
KDNV,Vermilion Regional Airport
KDOV,Dover Air Force Base
KDPA,Dupage Airport
KDPG,Michael AAF (Dugway Proving Ground) Airport
KDRA,Desert Rock Airport
KDRI,Beauregard Regional Airport
KDRM,Drummond Island Airport
KDRO,Durango La Plata County Airport
KDRT,Del Rio International Airport
KDSM,Des Moines International Airport
KDSV,Dansville Municipal Airport
KDTA,Delta Municipal Airport
KDTL,Detroit Lakes Airport
KDTN,Shreveport Downtown Airport
KDTS,Destin Executive Airport
KDTW,Detroit Metropolitan Wayne County Airport
KDUA,Durant Regional Airport - Eaker Field
KDUC,Halliburton Field
KDUG,Bisbee Douglas International Airport
KDUJ,DuBois Regional Airport
KDVL,Devils Lake Regional Airport
KDVN,Davenport Municipal Airport
KDVO,Marin County Airport - Gnoss Field
KDVP,Slayton Municipal Airport
KDVT,Phoenix Deer Valley Airport
KDWH,David Wayne Hooks Memorial Airport
KDXR,Danbury Municipal Airport
KDYL,Doylestown Airport
KDYS,Dyess Air Force Base
HKOL,Oropoi Airport
KEAN,Phifer Airfield
KEAR,Kearney Regional Airport
KEAT,Pangborn Memorial Airport
KEAU,Chippewa Valley Regional Airport
KEBS,Webster City Municipal Airport
KECG,Elizabeth City Regional Airport & Coast Guard Air Station
KECP,Northwest Florida Beaches International Airport
KECS,Mondell Field
KEDE,Northeastern Regional Airport
KEDN,Enterprise Municipal Airport
KEDW,Edwards Air Force Base
KEED,Needles Airport
KEEN,Dillant Hopkins Airport
KEFD,Ellington Airport
KEFK,Northeast Kingdom International Airport
KEFW,Jefferson Municipal Airport
KEGE,Eagle County Regional Airport
KEGI,Duke Field
KEGV,Eagle River Union Airport
KEKA,Murray Field
KEKM,Elkhart Municipal Airport
KEKN,Elkins-Randolph County Regional Airport
KEKO,Elko Regional Airport
KEKX,Addington Field / Elizabethtown Regional Airport
KELA,Eagle Lake Airport
KELD,South Arkansas Regional Airport at Goodwin Field
KELK,Elk City Regional Business Airport
KELM,Elmira Corning Regional Airport
KELN,Bowers Field
KELO,Ely Municipal Airport
KELP,El Paso International Airport
KELY,Ely Airport Yelland Field
KELZ,Wellsville Municipal Airport - Tarantine Field
KEMM,Kemmerer Municipal Airport
KEMP,Emporia Municipal Airport
KEMT,San Gabriel Valley Airport
KEND,Vance Air Force Base
KENL,Centralia Municipal Airport
KENV,Wendover Airport
KENW,Kenosha Regional Airport
KEOK,Keokuk Municipal Airport
KEOS,Neosho Hugh Robinson Airport
KEPH,Ephrata Municipal Airport
KEQA,Captain Jack Thomas El Dorado Airport
KERI,Erie International Tom Ridge Field
KERR,Errol Airport
KERV,Kerrville / Kerr County Airport at Louis Schreiner Field
KESC,Delta County Airport
KESF,Esler Army Airfield / Esler Regional Airport
KESN,Easton Airport / Newnam Field
KEST,Estherville Municipal Airport
KESW,Easton State Airport
KETB,West Bend Municipal Airport
KETN,Eastland Municipal Airport
KEUF,Weedon Field
KEUG,Mahlon Sweet Field
KEVM,Eveleth–Virginia Municipal Airport
KEVV,Evansville Regional Airport
KEVW,Evanston-Uinta County Airport-Burns Field
KEWB,New Bedford Regional Airport
KEWK,Newton City-County Airport
KEWN,Coastal Carolina Regional Airport
KEWR,Newark Liberty International Airport
KEYW,Key West International Airport
KFAF,Felker Army Air Field
KFAM,Farmington Regional Airport
KFAR,Hector International Airport
KFAT,Fresno Yosemite International Airport
KFAY,Fayetteville Regional Airport - Grannis Field
KFBG,Simmons Army Air Field
KFBL,Faribault Municipal Airport-Liz Wall Strohfus Field
KFBR,Fort Bridger Airport
KFBY,Fairbury Municipal Airport
KFCH,Fresno Chandler Executive Airport
KFCI,Richmond Executive-Chesterfield County Airport
KFCM,Flying Cloud Airport
KFCS,Butts AAF (Fort Carson) Air Field
KFCY,Forrest City Municipal Airport
KFDK,Frederick Municipal Airport
KFDR,Frederick Regional Airport
KFDY,Findlay Airport
KFEP,Albertus Airport
KFET,Fremont Municipal Airport
KFFA,First Flight Airport
KFFL,Fairfield Municipal Airport
KFFM,Fergus Falls Municipal Airport - Einar Mickelson Field
KFFO,Wright-Patterson Air Force Base
KFFT,Capital City Airport
KFFZ,Falcon Field
KFHR,Friday Harbor Airport
KFHU,Sierra Vista Municipal Airport / Libby Army Air Field
KFKL,Venango Regional Airport
KFKN,Franklin Regional Airport
KFLD,Fond du Lac County Airport
KFLG,Flagstaff Pulliam International Airport
KFLL,Fort Lauderdale Hollywood International Airport
KFLO,Florence Regional Airport
KFLP,Marion County Regional Airport
KFLV,Sherman Army Air Field
KFLX,Fallon Municipal Airport
KFME,Tipton Airport
KFMH,Cape Cod Coast Guard Air Station
KFMN,Four Corners Regional Airport
KFMY,Page Field
KFNL,Northern Colorado Regional Airport
KFNT,Bishop International Airport
KFOD,Fort Dodge Regional Airport
KFOE,Topeka Regional Airport
KFOK,Francis S Gabreski Airport
KFOM,Fillmore Municipal Airport
KFPR,St Lucie County International Airport
KFRG,Republic Airport
KFRH,French Lick Municipal Airport
KFRI,Marshall Army Air Field
KFRM,Fairmont Municipal Airport
KFRR,Front Royal Warren County Airport
KFSD,Sioux Falls Regional Airport / Joe Foss Field
KFSI,Henry Post Army Air Field
KFSK,Fort Scott Municipal Airport
KFSM,Fort Smith Regional Airport
KFST,Fort Stockton Pecos County Airport
KFSU,Fort Sumner Municipal Airport
KFSW,Fort Madison Municipal Airport
KFTK,Godman Army Air Field
KFTW,Fort Worth Meacham International Airport
KFTY,Fulton County Airport Brown Field
KFUL,Fullerton Municipal Airport
KFVE,Northern Aroostook Regional Airport
KFWA,Fort Wayne International Airport
KFXE,Fort Lauderdale Executive Airport
KFXY,Forest City Municipal Airport
KFYM,Fayetteville Municipal Airport
KFYV,Drake Field
UCFD,Jalal-Abad Airport
KGAB,Gabbs Airport
KGAD,Northeast Alabama Regional Airport
KGAG,Gage Heibeck Airport
KGAI,Montgomery County Airpark
KGBD,Great Bend Municipal Airport
KGBG,Galesburg Municipal Airport
KGBR,Walter J. Koladza Airport
KGCC,Northeast Wyoming Regional Airport
KGCD,Grant County Regional Airport / Ogilvie Field
KGCK,Garden City Regional Airport
KGCN,Grand Canyon National Park Airport
